x,y
1840,1560
1839,1560
1839,1562
1838,1562
1838,1565
1837,1565
1837,1571
1836,1571
1836,1574
1835,1574
1835,1575
1832,1575
1832,1576
1829,1576
1829,1577
1827,1577
1827,1578
1826,1578
1826,1579
1824,1579
1824,1580
1823,1580
1823,1581
1822,1581
1822,1582
1821,1582
1821,1583
1820,1583
1820,1585
1819,1585
1819,1587
1818,1587
1818,1588
1817,1588
1817,1591
1816,1591
1816,1595
1815,1595
1815,1598
1816,1598
1816,1603
1817,1603
1817,1605
1818,1605
1818,1608
1819,1608
1819,1610
1820,1610
1820,1611
1821,1611
1821,1612
1822,1612
1822,1613
1823,1613
1823,1614
1824,1614
1824,1615
1825,1615
1825,1616
1826,1616
1826,1617
1828,1617
1828,1618
1829,1618
1829,1619
1831,1619
1831,1620
1832,1620
1832,1621
1837,1621
1837,1622
1838,1622
1838,1627
1839,1627
1839,1630
1838,1630
1838,1648
1839,1648
1839,1651
1840,1651
1840,1653
1841,1653
1841,1655
1842,1655
1842,1657
1843,1657
1843,1658
1844,1658
1844,1660
1845,1660
1845,1661
1847,1661
1847,1662
1848,1662
1848,1663
1850,1663
1850,1664
1852,1664
1852,1666
1853,1666
1853,1676
1852,1676
1852,1684
1851,1684
1851,1694
1852,1694
1852,1700
1853,1700
1853,1703
1854,1703
1854,1705
1855,1705
1855,1707
1856,1707
1856,1709
1857,1709
1857,1711
1858,1711
1858,1712
1859,1712
1859,1714
1860,1714
1860,1715
1861,1715
1861,1717
1862,1717
1862,1730
1863,1730
1863,1734
1864,1734
1864,1737
1865,1737
1865,1742
1864,1742
1864,1744
1863,1744
1863,1746
1862,1746
1862,1749
1861,1749
1861,1754
1860,1754
1860,1759
1859,1759
1859,1770
1860,1770
1860,1775
1861,1775
1861,1778
1862,1778
1862,1780
1863,1780
1863,1782
1864,1782
1864,1783
1865,1783
1865,1785
1866,1785
1866,1786
1867,1786
1867,1787
1868,1787
1868,1789
1869,1789
1869,1790
1870,1790
1870,1793
1871,1793
1871,1797
1872,1797
1872,1805
1873,1805
1873,1808
1874,1808
1874,1810
1875,1810
1875,1812
1876,1812
1876,1814
1877,1814
1877,1816
1878,1816
1878,1817
1879,1817
1879,1822
1878,1822
1878,1824
1877,1824
1877,1825
1876,1825
1876,1826
1875,1826
1875,1828
1874,1828
1874,1829
1873,1829
1873,1831
1872,1831
1872,1833
1871,1833
1871,1835
1870,1835
1870,1837
1869,1837
1869,1840
1868,1840
1868,1854
1869,1854
1869,1857
1870,1857
1870,1859
1871,1859
1871,1862
1872,1862
1872,1866
1871,1866
1871,1868
1870,1868
1870,1870
1869,1870
1869,1875
1868,1875
1868,1882
1869,1882
1869,1887
1870,1887
1870,1890
1871,1890
1871,1892
1872,1892
1872,1900
1871,1900
1871,1902
1870,1902
1870,1904
1869,1904
1869,1906
1868,1906
1868,1908
1867,1908
1867,1911
1866,1911
1866,1913
1865,1913
1865,1916
1864,1916
1864,1918
1863,1918
1863,1920
1862,1920
1862,1922
1861,1922
1861,1924
1860,1924
1860,1927
1859,1927
1859,1931
1858,1931
1858,1941
1857,1941
1857,1944
1858,1944
1858,1955
1859,1955
1859,1958
1860,1958
1860,1961
1861,1961
1861,1964
1860,1964
1860,1966
1859,1966
1859,1968
1858,1968
1858,1970
1857,1970
1857,1972
1856,1972
1856,1975
1855,1975
1855,1979
1854,1979
1854,1993
1855,1993
1855,1996
1856,1996
1856,1999
1857,1999
1857,2000
1858,2000
1858,2002
1859,2002
1859,2003
1860,2003
1860,2005
1861,2005
1861,2006
1862,2006
1862,2007
1864,2007
1864,2008
1865,2008
1865,2009
1866,2009
1866,2010
1868,2010
1868,2011
1871,2011
1871,2012
1873,2012
1873,2013
1875,2013
1875,2014
1877,2014
1877,2015
1879,2015
1879,2016
1881,2016
1881,2017
1884,2017
1884,2018
1886,2018
1886,2019
1888,2019
1888,2020
1890,2020
1890,2028
1891,2028
1891,2033
1892,2033
1892,2036
1893,2036
1893,2038
1894,2038
1894,2039
1895,2039
1895,2040
1896,2040
1896,2042
1897,2042
1897,2043
1898,2043
1898,2045
1899,2045
1899,2050
1898,2050
1898,2054
1897,2054
1897,2056
962,2056
962,2053
963,2053
963,2050
964,2050
964,2046
965,2046
965,2036
964,2036
964,2033
963,2033
963,2030
962,2030
962,2028
961,2028
961,2027
960,2027
960,2025
959,2025
959,2024
958,2024
958,2023
956,2023
956,2022
955,2022
955,2021
954,2021
954,2020
953,2020
953,2019
951,2019
951,2018
950,2018
950,2013
951,2013
951,2004
950,2004
950,2000
949,2000
949,1997
948,1997
948,1994
949,1994
949,1990
950,1990
950,1988
951,1988
951,1985
952,1985
952,1982
953,1982
953,1968
952,1968
952,1958
