x,y
2020,1559
2020,1558
2018,1558
2018,1557
2017,1557
2017,1556
2015,1556
2015,1555
2014,1555
2014,1554
2012,1554
2012,1553
2010,1553
2010,1552
2008,1552
2008,1551
2007,1551
2007,1550
2005,1550
2005,1549
2004,1549
2004,1548
2002,1548
2002,1547
2000,1547
2000,1546
1998,1546
1998,1545
1995,1545
1995,1544
1992,1544
1992,1543
1990,1543
1990,1544
1979,1544
1979,1545
1975,1545
1975,1546
1973,1546
1973,1547
1972,1547
1972,1548
1970,1548
1970,1549
1969,1549
1969,1550
1968,1550
1968,1551
1967,1551
1967,1552
1966,1552
1966,1553
1965,1553
1965,1555
1964,1555
1964,1556
1963,1556
1963,1558
1962,1558
1962,1560
1961,1560
1961,1561
1960,1561
1960,1563
1959,1563
1959,1565
1958,1565
1958,1567
1957,1567
1957,1568
1955,1568
1955,1569
1952,1569
1952,1570
1949,1570
1949,1569
1947,1569
1947,1568
1945,1568
1945,1567
1942,1567
1942,1566
1930,1566
1930,1567
1918,1567
1918,1566
1915,1566
1915,1565
1912,1565
1912,1564
1908,1564
1908,1563
1898,1563
1898,1562
1893,1562
1893,1563
1888,1563
1888,1564
1883,1564
1883,1565
1879,1565
1879,1566
1875,1566
1875,1565
1867,1565
1867,1564
1866,1564
1866,1563
1865,1563
1865,1562
1864,1562
1864,1561
1862,1561
1862,1560
1860,1560
1860,1559
1859,1559
1859,1558
1857,1558
1857,1557
1855,1557
1855,1556
1851,1556
1851,1555
1839,1555
1839,1556
1835,1556
1835,1557
1833,1557
1833,1558
1831,1558
1831,1559
1829,1559
1829,1560
1828,1560
1828,1561
1827,1561
1827,1562
1826,1562
1826,1563
1825,1563
1825,1564
1824,1564
1824,1565
1823,1565
1823,1566
1820,1566
1820,1565
1816,1565
1816,1564
1813,1564
1813,1563
1803,1563
1803,1564
1800,1564
1800,1565
1797,1565
1797,1566
1794,1566
1794,1565
1792,1565
1792,1564
1791,1564
1791,1562
1790,1562
1790,1561
1789,1561
1789,1560
1788,1560
1788,1558
1786,1558
1786,1557
1785,1557
1785,1556
1784,1556
1784,1555
1782,1555
1782,1554
1780,1554
1780,1553
1777,1553
1777,1552
