series_key,campo,timepoint_h,referencia,ai,diferenca,ai_serie_plausivel,ai_motivo
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.441318,0.004218,sim,plausivel
Originais (1)||None||A1||c1,1,8,0.5074,0.570565,0.063165,sim,plausivel
Originais (1)||None||A1||c1,1,12,0.7203,0.715929,-0.004371,sim,plausivel
Originais (1)||None||A1||c1,1,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||A1||c2,2,8,0.489,0.481542,-0.007458,sim,plausivel
Originais (1)||None||A1||c2,2,12,0.7077,0.682805,-0.024895,sim,plausivel
Originais (1)||None||A1||c2,2,24,1.0,0.999698,-0.000302,sim,plausivel
Originais (1)||None||A5||c1,1,8,0.6163,0.590019,-0.026281,sim,plausivel
Originais (1)||None||A5||c1,1,12,0.8311,0.723868,-0.107232,sim,plausivel
Originais (1)||None||A5||c1,1,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||A5||c2,2,8,0.5978,0.579127,-0.018673,sim,plausivel
Originais (1)||None||A5||c2,2,12,0.8303,0.7448,-0.0855,sim,plausivel
Originais (1)||None||A5||c2,2,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||B5||c1,1,8,0.5039,0.505112,0.001212,sim,plausivel
Originais (1)||None||B5||c1,1,12,0.6416,0.650741,0.009141,sim,plausivel
Originais (1)||None||B5||c2,2,8,0.2352,0.445111,0.209911,sim,plausivel
Originais (1)||None||B5||c2,2,12,0.2843,0.567348,0.283048,sim,plausivel
Originais (1)||None||D1||c2,2,8,0.2561,0.491891,0.235791,sim,plausivel
Originais (1)||None||D1||c2,2,12,0.432,0.725302,0.293302,sim,plausivel
P1|CT|F10,F10,48,1.0,1.0,0.0,sim,plausivel
P1|CT|F8,F8,24,1.0,0.990851,-0.009149,sim,plausivel
P1|CT|F8,F8,48,1.0,1.0,0.0,sim,plausivel
P1|PTX|F2,F2,24,0.4384,0.546882,0.108482,sim,plausivel
P1|PTX|F2,F2,48,0.7695,0.739782,-0.029718,sim,plausivel
P1|PTX|F9,F9,24,0.1489,0.129485,-0.019415,sim,plausivel
P1|PTX|F9,F9,48,0.4793,0.375598,-0.103702,sim,plausivel
P2|CARBO+GEO|F14,F14,48,0.4971,0.370085,-0.127015,sim,plausivel
P2|CARBO+GEO|F8,F8,24,0.5044,0.489134,-0.015266,sim,plausivel
P2|CARBO+GEO|F8,F8,48,0.5957,0.560926,-0.034774,sim,plausivel
P2|CARBO|F9,F9,24,0.5362,0.288893,-0.247307,sim,plausivel
P2|CARBO|F9,F9,48,1.0,1.0,0.0,sim,plausivel
P2|CT|F9,F9,24,0.8479,0.86754,0.01964,sim,plausivel
P2|CT|F9,F9,48,1.0,1.0,0.0,sim,plausivel
P2|GEO|F11,F11,24,0.4712,0.468544,-0.002656,sim,plausivel
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.545725,-0.167775,sim,plausivel
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0,0.0,sim,plausivel
Saudável||None||B1||c1,1,12,0.2474,-0.090077,-0.337477,nao,"fora_[0,1]"
Saudável||None||B1||c1,1,24,0.8772,0.68184,-0.19536,nao,"fora_[0,1]"
Saudável||None||B1||c2,2,24,0.6237,0.287105,-0.336595,sim,plausivel
originais||None||A1||c1,1,8,0.4187,0.418228,-0.000472,sim,plausivel
originais||None||A1||c2,2,8,0.2655,0.284826,0.019326,sim,plausivel
originais||None||B5||c1,1,24,0.4674,0.950626,0.483226,sim,plausivel
originais||None||D1||c1,1,8,0.4376,0.448499,0.010899,sim,plausivel
originais||None||D1||c1,1,12,0.5513,0.531649,-0.019651,sim,plausivel
originais||None||D1||c1,1,24,0.8835,0.838601,-0.044899,sim,plausivel
originais||None||D1||c2,2,8,0.4467,0.416816,-0.029884,sim,plausivel
originais||None||D1||c2,2,12,0.5702,0.553988,-0.016212,sim,plausivel
originais||None||D1||c2,2,24,0.7929,0.815918,0.023018,sim,plausivel
originais||None||D4||c1,1,8,0.6003,0.620508,0.020208,sim,plausivel
originais||None||D4||c1,1,24,0.8093,1.0,0.1907,sim,plausivel
