series_key,campo,timepoint_h,cell_line,braco,seed,referencia,ai,diferenca
originais||None||D1||c2,2,24,HUVEC,U-Net,44,0.792900,0.819848,0.026948
originais||None||D1||c2,2,8,HUVEC,U-Net,44,0.446700,0.413132,-0.033568
originais||None||D4||c1,1,24,HUVEC,U-Net,44,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,U-Net,44,0.600300,0.615458,0.015158
Controle||None||B1||c1,1,12,HUVEC,U-Net,45,0.266200,0.266232,0.000032
Controle||None||B1||c1,1,8,HUVEC,U-Net,45,0.206700,0.213013,0.006313
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,U-Net,45,0.823500,0.724410,-0.099090
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,U-Net,45,0.427300,0.418521,-0.008779
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,U-Net,45,0.462400,0.243946,-0.218454
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,U-Net,45,0.684400,0.636825,-0.047575
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,U-Net,45,0.289400,0.185773,-0.103627
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,U-Net,45,0.338900,0.291415,-0.047485
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,U-Net,45,0.635100,0.619597,-0.015503
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,U-Net,45,0.120000,0.783752,0.663752
LUIS RAW||PEP||E1||c1,1,12,HUVEC,U-Net,45,0.681400,0.584795,-0.096605
LUIS RAW||PEP||E1||c1,1,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,U-Net,45,0.536500,0.493370,-0.043130
LUIS RAW||PEP||E1||c2,2,12,HUVEC,U-Net,45,0.784800,0.697810,-0.086990
LUIS RAW||PEP||E1||c2,2,8,HUVEC,U-Net,45,0.667900,0.417935,-0.249965
LUIS RAW||PET||C5||c1,1,12,HUVEC,U-Net,45,0.347500,0.339411,-0.008089
LUIS RAW||PET||C5||c1,1,8,HUVEC,U-Net,45,0.290400,0.281204,-0.009196
LUIS RAW||PET||F2||c1,1,12,HUVEC,U-Net,45,0.021200,0.471265,0.450065
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,U-Net,45,0.863000,0.738128,-0.124872
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,U-Net,45,0.724300,0.744035,0.019735
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,U-Net,45,0.422700,0.545132,0.122432
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,U-Net,45,0.753100,0.721678,-0.031422
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,U-Net,45,0.548400,0.538476,-0.009924
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,U-Net,45,0.008200,0.577896,0.569696
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,U-Net,45,0.062700,0.431061,0.368361
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,U-Net,45,0.593100,0.542216,-0.050884
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,U-Net,45,0.725500,0.695579,-0.029921
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,U-Net,45,0.584400,0.536364,-0.048036
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,U-Net,45,0.876200,0.834408,-0.041792
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,U-Net,45,0.604000,0.566147,-0.037853
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,U-Net,45,0.614700,0.600415,-0.014285
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,U-Net,45,0.698100,0.694236,-0.003864
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,U-Net,45,0.594200,0.582183,-0.012017
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,U-Net,45,0.117400,0.164254,0.046854
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,U-Net,45,0.379300,0.377531,-0.001769
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,U-Net,45,0.082000,0.107125,0.025125
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,U-Net,45,0.140500,0.144416,0.003916
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,U-Net,45,0.453700,0.384579,-0.069121
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,U-Net,45,0.108900,0.049447,-0.059453
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,U-Net,45,0.295900,0.293311,-0.002589
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,U-Net,45,0.231400,0.203340,-0.028060
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,U-Net,45,0.215700,0.222725,0.007025
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,U-Net,45,0.579400,0.495523,-0.083877
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,U-Net,45,0.230100,0.344179,0.114079
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,U-Net,45,0.103000,0.115257,0.012257
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,U-Net,45,0.437100,0.426936,-0.010164
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,U-Net,45,-0.026600,-0.012281,0.014319
Originais (1)||None||A1||c1,1,12,HUVEC,U-Net,45,0.720300,0.709885,-0.010415
Originais (1)||None||A1||c1,1,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,U-Net,45,0.507400,0.564087,0.056687
Originais (1)||None||A1||c2,2,12,HUVEC,U-Net,45,0.707700,0.683209,-0.024491
Originais (1)||None||A1||c2,2,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,U-Net,45,0.489000,0.483267,-0.005733
Originais (1)||None||A5||c1,1,12,HUVEC,U-Net,45,0.831100,0.716696,-0.114404
Originais (1)||None||A5||c1,1,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,U-Net,45,0.616300,0.577535,-0.038765
Originais (1)||None||A5||c2,2,12,HUVEC,U-Net,45,0.830300,0.757178,-0.073122
Originais (1)||None||A5||c2,2,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,U-Net,45,0.597800,0.584235,-0.013565
Originais (1)||None||B5||c1,1,12,HUVEC,U-Net,45,0.641600,0.655747,0.014147
Originais (1)||None||B5||c1,1,8,HUVEC,U-Net,45,0.503900,0.509032,0.005132
Originais (1)||None||B5||c2,2,12,HUVEC,U-Net,45,0.284300,0.577714,0.293414
Originais (1)||None||B5||c2,2,8,HUVEC,U-Net,45,0.235200,0.446099,0.210899
Originais (1)||None||D1||c2,2,12,HUVEC,U-Net,45,0.432000,0.721486,0.289486
Originais (1)||None||D1||c2,2,8,HUVEC,U-Net,45,0.256100,0.490649,0.234549
P1|CT|F10,F10,48,SKOV-3,U-Net,45,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,U-Net,45,1.000000,1.000000,0.000000
P1|CT|F8,F8,48,SKOV-3,U-Net,45,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,U-Net,45,0.438400,0.524581,0.086181
P1|PTX|F2,F2,48,SKOV-3,U-Net,45,0.769500,0.721745,-0.047755
P1|PTX|F9,F9,24,SKOV-3,U-Net,45,0.148900,0.141152,-0.007748
P1|PTX|F9,F9,48,SKOV-3,U-Net,45,0.479300,0.369192,-0.110108
P2|CARBO+GEO|F14,F14,48,SKOV-3,U-Net,45,0.497100,0.428053,-0.069047
P2|CARBO+GEO|F8,F8,24,SKOV-3,U-Net,45,0.504400,0.521576,0.017176
P2|CARBO+GEO|F8,F8,48,SKOV-3,U-Net,45,0.595700,0.592986,-0.002714
P2|CARBO|F9,F9,24,SKOV-3,U-Net,45,0.536200,0.376044,-0.160156
P2|CARBO|F9,F9,48,SKOV-3,U-Net,45,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,U-Net,45,0.847900,0.879401,0.031501
P2|CT|F9,F9,48,SKOV-3,U-Net,45,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,U-Net,45,0.471200,0.475715,0.004515
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,U-Net,45,0.713500,0.592052,-0.121448
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,U-Net,45,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,U-Net,45,0.247400,-0.132402,-0.379802
Saudável||None||B1||c1,1,24,HUVEC,U-Net,45,0.877200,0.673905,-0.203295
Saudável||None||B1||c2,2,24,HUVEC,U-Net,45,0.623700,0.502419,-0.121281
originais||None||A1||c1,1,8,HUVEC,U-Net,45,0.418700,0.407909,-0.010791
originais||None||A1||c2,2,8,HUVEC,U-Net,45,0.265500,0.291627,0.026127
originais||None||B5||c1,1,24,HUVEC,U-Net,45,0.467400,0.938877,0.471477
originais||None||D1||c1,1,12,HUVEC,U-Net,45,0.551300,0.533942,-0.017358
originais||None||D1||c1,1,24,HUVEC,U-Net,45,0.883500,0.840197,-0.043303
originais||None||D1||c1,1,8,HUVEC,U-Net,45,0.437600,0.422775,-0.014825
originais||None||D1||c2,2,12,HUVEC,U-Net,45,0.570200,0.532589,-0.037611
originais||None||D1||c2,2,24,HUVEC,U-Net,45,0.792900,0.803767,0.010867
originais||None||D1||c2,2,8,HUVEC,U-Net,45,0.446700,0.406975,-0.039725
originais||None||D4||c1,1,24,HUVEC,U-Net,45,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,U-Net,45,0.600300,0.606021,0.005721
Controle||None||B1||c1,1,12,HUVEC,U-Net,46,0.266200,0.271581,0.005381
Controle||None||B1||c1,1,8,HUVEC,U-Net,46,0.206700,0.218870,0.012170
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,U-Net,46,0.823500,0.748115,-0.075385
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,U-Net,46,0.427300,0.429365,0.002065
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,U-Net,46,0.462400,0.277375,-0.185025
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,U-Net,46,0.684400,0.636053,-0.048347
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,U-Net,46,0.289400,0.231108,-0.058292
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,U-Net,46,0.338900,0.317283,-0.021617
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,U-Net,46,0.635100,0.633969,-0.001131
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,U-Net,46,0.120000,0.443268,0.323268
LUIS RAW||PEP||E1||c1,1,12,HUVEC,U-Net,46,0.681400,0.570465,-0.110935
LUIS RAW||PEP||E1||c1,1,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,U-Net,46,0.536500,0.519746,-0.016754
LUIS RAW||PEP||E1||c2,2,12,HUVEC,U-Net,46,0.784800,0.724270,-0.060530
LUIS RAW||PEP||E1||c2,2,8,HUVEC,U-Net,46,0.667900,0.492676,-0.175224
LUIS RAW||PET||C5||c1,1,12,HUVEC,U-Net,46,0.347500,0.337695,-0.009805
LUIS RAW||PET||C5||c1,1,8,HUVEC,U-Net,46,0.290400,0.283564,-0.006836
LUIS RAW||PET||F2||c1,1,12,HUVEC,U-Net,46,0.021200,0.494274,0.473074
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,U-Net,46,0.863000,0.754471,-0.108529
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,U-Net,46,0.724300,0.735040,0.010740
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,U-Net,46,0.422700,0.579956,0.157256
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,U-Net,46,0.753100,0.717654,-0.035446
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,U-Net,46,0.548400,0.536428,-0.011972
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,U-Net,46,0.008200,0.614756,0.606556
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,U-Net,46,0.062700,0.451304,0.388604
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,U-Net,46,0.593100,0.570931,-0.022169
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,U-Net,46,0.725500,0.713521,-0.011979
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,U-Net,46,0.584400,0.564363,-0.020037
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,U-Net,46,0.876200,0.840387,-0.035813
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,U-Net,46,0.604000,0.561025,-0.042975
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,U-Net,46,0.614700,0.599350,-0.015350
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,U-Net,46,0.698100,0.694825,-0.003275
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,U-Net,46,0.594200,0.581959,-0.012241
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,U-Net,46,0.117400,0.166103,0.048703
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,U-Net,46,0.379300,0.378432,-0.000868
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,U-Net,46,0.082000,0.105337,0.023337
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,U-Net,46,0.140500,0.175092,0.034592
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,U-Net,46,0.453700,0.433364,-0.020336
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,U-Net,46,0.108900,0.070331,-0.038569
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,U-Net,46,0.295900,0.296486,0.000586
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,U-Net,46,0.231400,0.192541,-0.038859
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,U-Net,46,0.215700,0.202068,-0.013632
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,U-Net,46,0.579400,0.526568,-0.052832
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,U-Net,46,0.230100,0.292757,0.062657
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,U-Net,46,0.103000,0.109433,0.006433
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,U-Net,46,0.437100,0.441059,0.003959
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,U-Net,46,-0.026600,-0.025477,0.001123
Originais (1)||None||A1||c1,1,12,HUVEC,U-Net,46,0.720300,0.713515,-0.006785
Originais (1)||None||A1||c1,1,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,U-Net,46,0.507400,0.554193,0.046793
Originais (1)||None||A1||c2,2,12,HUVEC,U-Net,46,0.707700,0.683746,-0.023954
Originais (1)||None||A1||c2,2,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,U-Net,46,0.489000,0.476354,-0.012646
Originais (1)||None||A5||c1,1,12,HUVEC,U-Net,46,0.831100,0.728969,-0.102131
Originais (1)||None||A5||c1,1,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,U-Net,46,0.616300,0.585526,-0.030774
Originais (1)||None||A5||c2,2,12,HUVEC,U-Net,46,0.830300,0.766377,-0.063923
Originais (1)||None||A5||c2,2,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,U-Net,46,0.597800,0.574777,-0.023023
Originais (1)||None||B5||c1,1,12,HUVEC,U-Net,46,0.641600,0.642813,0.001213
Originais (1)||None||B5||c1,1,8,HUVEC,U-Net,46,0.503900,0.496787,-0.007113
Originais (1)||None||B5||c2,2,12,HUVEC,U-Net,46,0.284300,0.567893,0.283593
Originais (1)||None||B5||c2,2,8,HUVEC,U-Net,46,0.235200,0.449765,0.214565
Originais (1)||None||D1||c2,2,12,HUVEC,U-Net,46,0.432000,0.714953,0.282953
Originais (1)||None||D1||c2,2,8,HUVEC,U-Net,46,0.256100,0.469142,0.213042
P1|CT|F10,F10,48,SKOV-3,U-Net,46,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,U-Net,46,1.000000,1.000000,0.000000
P1|CT|F8,F8,48,SKOV-3,U-Net,46,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,U-Net,46,0.438400,0.559649,0.121249
P1|PTX|F2,F2,48,SKOV-3,U-Net,46,0.769500,0.741975,-0.027525
P1|PTX|F9,F9,24,SKOV-3,U-Net,46,0.148900,0.118576,-0.030324
P1|PTX|F9,F9,48,SKOV-3,U-Net,46,0.479300,0.362998,-0.116302
P2|CARBO+GEO|F14,F14,48,SKOV-3,U-Net,46,0.497100,0.417562,-0.079538
P2|CARBO+GEO|F8,F8,24,SKOV-3,U-Net,46,0.504400,0.540893,0.036493
P2|CARBO+GEO|F8,F8,48,SKOV-3,U-Net,46,0.595700,0.611656,0.015956
P2|CARBO|F9,F9,24,SKOV-3,U-Net,46,0.536200,0.382455,-0.153745
P2|CARBO|F9,F9,48,SKOV-3,U-Net,46,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,U-Net,46,0.847900,0.878783,0.030883
P2|CT|F9,F9,48,SKOV-3,U-Net,46,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,U-Net,46,0.471200,0.464574,-0.006626
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,U-Net,46,0.713500,0.635767,-0.077733
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,U-Net,46,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,U-Net,46,0.247400,-0.096151,-0.343551
Saudável||None||B1||c1,1,24,HUVEC,U-Net,46,0.877200,0.728294,-0.148906
Saudável||None||B1||c2,2,24,HUVEC,U-Net,46,0.623700,0.589315,-0.034385
originais||None||A1||c1,1,8,HUVEC,U-Net,46,0.418700,0.393016,-0.025684
originais||None||A1||c2,2,8,HUVEC,U-Net,46,0.265500,0.292098,0.026598
originais||None||B5||c1,1,24,HUVEC,U-Net,46,0.467400,0.957366,0.489966
originais||None||D1||c1,1,12,HUVEC,U-Net,46,0.551300,0.524065,-0.027235
originais||None||D1||c1,1,24,HUVEC,U-Net,46,0.883500,0.839011,-0.044489
originais||None||D1||c1,1,8,HUVEC,U-Net,46,0.437600,0.430821,-0.006779
originais||None||D1||c2,2,12,HUVEC,U-Net,46,0.570200,0.531059,-0.039141
originais||None||D1||c2,2,24,HUVEC,U-Net,46,0.792900,0.800190,0.007290
originais||None||D1||c2,2,8,HUVEC,U-Net,46,0.446700,0.410597,-0.036103
originais||None||D4||c1,1,24,HUVEC,U-Net,46,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,U-Net,46,0.600300,0.611467,0.011167
